id, disaster_id, name_of_assessor, county, municipality, code, name_property_owner, street_address,  city,   zip_code, date,lat, lng, location_notes, owner_type, phone_number, home_type, property_type, type_of_disaster, damage_foundation, damage_floor, damage_exterior, damage_interior, damage_plumbing, damage_hvac,damage_roof, damage_electrical, damage_category, flood_insurance, marketvalue_structure, marketvalue_contents, marketvalue_land, insurance_structure, insurance_contents, insurance_land, name_insurance, phone_insurance, disaster_structure, disaster_contents, disaster_land, comments
64,disasterD,Michelle Marshall,Somewhereelse,Hualgayoc,8,Joyce Perkins,4 Luster Center,ArmanÄÅz,,3/7/16,-6.76667,-78.61667,Vision-oriented explicit workforce,Crimson,51-(768)142-6146,multi_family,type1,flood,0.62,0.72,0.69,0.72,0.54,0.53,0.46,0.46,0.88,TRUE,8153,93637,6426,29185,745,22631,Andrea Harrison,963-(431)113-4339,70491,30647,65695,Focused global success
65,disasterB,Martha Wallace,Somewhereelse,Dame-Marie,12,Rose Carpenter,7 Dakota Pass,Rancapeundey,,7/21/16,18.56107,-74.42167,Pre-emptive 3rd generation projection,Mauv,509-(372)133-4588,single_family,type4,flood,0.77,0.85,0.83,0.61,0.22,0.97,0.21,0.21,0.84,TRUE,29334,4300,49665,59458,86970,45633,Rose Harvey,62-(779)777-2996,68902,4511,64223,Automated static collaboration
66,disasterA,Scott Garza,Allegheny,Gilin,18,Evelyn Wagner,69694 Derek Plaza,Svenljunga,,7/19/16,-6.896,113.313,Synchronised attitude-oriented model,Green,62-(413)322-7633,single_family,type3,fire,0.4,0.12,0.38,0.13,0.35,0.86,0.9,0.9,0.8,FALSE,4039,21881,77262,71127,75119,90268,Steve Morales,46-(874)985-4831,58420,1688,41343,Grass-roots encompassing forecast
67,disasterA,Jerry Ross,Somewhereelse,Bueng Sam Phan,37,Sean Alvarez,913 Novick Circle,RÄ…czna,27180,11/4/16,15.83024,100.91938,User-centric optimal initiative,Green,66-(396)703-8706,single_family,type2,flood,0.9,0.89,0.47,0.41,0.96,0.74,0.91,0.91,0.92,FALSE,98251,7420,93698,65808,5305,17456,Carol Garza,48-(763)976-3589,79572,74331,33682,Horizontal clear-thinking task-force
68,disasterB,Christopher Warren,Allegheny,EsÃ©ka,41,Jeffrey Bailey,27 Spohn Trail,Pakel,,8/29/16,3.65,10.76667,Enhanced methodical hub,Pink,237-(630)373-8227,multi_family,type1,flood,0.97,0.2,0.74,0.52,0.7,0.7,0.51,0.51,0.37,TRUE,73159,7722,97437,7621,37270,43105,Jack Bell,62-(875)619-0012,74723,28777,97133,Persistent empowering migration
69,disasterB,Denise Bennett,Somerset,Ash ShaddÄÅdah,20,Harold Ward,44718 Becker Lane,Baykonyr,,3/18/17,36.05756,40.73478,Progressive zero administration hub,Purple,963-(227)621-1423,multi_family,type1,flood,0.74,0.39,0.74,0.32,0.93,0.87,0.88,0.88,0.66,FALSE,94589,45721,15478,76765,9658,8287,Lillian Anderson,7-(491)563-6433,89206,15517,26744,Intuitive solution-oriented complexity
70,disasterB,Denise Morales,Allegheny,Llama,23,Evelyn Armstrong,5 Independence Terrace,Cipatujah,,9/19/16,-6.51444,-79.12028,Re-contextualized hybrid synergy,Red,51-(909)934-3084,single_family,type4,earthquake,0.85,0.53,0.72,0.91,0.51,0.78,0.71,0.71,0.76,TRUE,1877,11410,89141,38554,72792,27951,Susan Rogers,62-(801)580-9351,57327,11102,74680,User-centric logistical instruction set
71,disasterC,Beverly Boyd,Somerset,Stockholm,4,Jose Hayes,4513 Columbus Lane,Seixo da Beira,116 45,3/29/16,59.3326,18.0649,Adaptive upward-trending budgetary management,Khaki,46-(472)688-5870,multi_family,type4,landslide,0.27,0.57,0.91,0.35,0.47,0.07,0.99,0.99,0.2,TRUE,66497,67707,29039,28093,65376,24079,Carlos Ellis,351-(915)525-9778,49464,68545,34551,Focused disintermediate utilisation
72,disasterD,Denise Harrison,Allegheny,Ushibuka,31,Angela Freeman,59942 Dottie Alley,Xiaba,700-0904,5/11/16,32.19537,130.02554,Exclusive web-enabled framework,Fuscia,81-(337)806-3734,mobile,type4,landslide,0.16,0.72,0.97,0.47,0.78,0.86,0,0,0.13,FALSE,51000,16717,95135,92178,10573,92777,Sharon Perry,86-(973)466-2192,93029,64565,71751,Self-enabling client-driven circuit
73,disasterC,Benjamin Dunn,Allegheny,Sanandaj,14,Antonio Mccoy,0800 Linden Trail,Gamut,,6/26/16,35.31495,46.99883,Stand-alone didactic benchmark,Maroon,98-(625)412-0404,single_family,type4,flood,0.96,0.17,0.88,0.66,0.73,0.31,0.96,0.96,0.56,FALSE,75771,30916,95576,31835,65642,30819,Juan White,63-(413)491-4033,82098,14315,12225,Ergonomic executive benchmark
74,disasterB,Chris Hart,Somerset,Lac-Brome,43,Diane Phillips,15 Nova Trail,Pryazha,L9G,11/21/16,45.21678,-72.51581,Grass-roots foreground neural-net,Mauv,1-(767)983-6664,multi_family,type3,landslide,0.44,0.32,0.55,0.95,0.7,0.68,0.14,0.14,0.45,FALSE,38386,18264,66425,16698,20981,70950,Jerry Henderson,7-(509)519-6477,37218,51650,27377,Configurable asynchronous project
75,disasterD,Sandra Fuller,Allegheny,SÃ£o Torcato,5,Gloria Tucker,71854 Elgar Way,RÃ_Ã_kkylÃ_,4800-349,3/30/17,41.4803,-8.2434,Exclusive eco-centric analyzer,Orange,351-(611)696-2785,multi_family,type3,landslide,0.74,0.31,0.99,0.8,0.98,0.01,0.93,0.93,0.6,FALSE,30545,50661,27727,8874,93965,58315,Janice Green,358-(565)967-4742,35685,63440,62820,Organic mobile capacity
76,disasterB,Diana Cunningham,Somerset,Rendeng,42,Richard Rose,79778 Golf View Alley,Ambulong,,6/8/16,-6.8099,111.5137,Extended asynchronous groupware,Green,62-(819)798-6257,single_family,type1,landslide,0.56,0.86,0.32,0.98,0.29,0.93,0.66,0.66,0.5,TRUE,63211,3016,86085,36567,21846,54702,Brandon Cooper,63-(933)996-2771,21688,66680,19380,Down-sized needs-based definition
77,disasterA,Keith Hunter,Somewhereelse,Paris 14,32,Jacqueline Porter,33 Hermina Street,Ambian,75675 CEDEX 14,11/30/16,48.8331,2.3264,Ergonomic logistical attitude,Blue,33-(706)641-6320,multi_family,type3,landslide,0.27,0.39,0.05,0.07,0.19,0.13,0.3,0.3,0.09,TRUE,53150,32168,40178,16371,98260,27036,Mary Ramirez,62-(284)608-5759,14179,82574,97382,Organized global knowledge base
78,disasterD,Benjamin Ruiz,Somewhereelse,FarÄ«dpur,30,Anna Alexander,72143 Pawling Hill,GÃ¶teborg,2013,9/6/16,23.60612,89.84064,Versatile zero administration help-desk,Turquoise,880-(353)179-4292,mobile,type1,fire,0.74,0.05,0.49,0.59,0.52,0.69,0.85,0.85,0.34,TRUE,11245,53917,90156,97781,74436,95980,Marilyn Holmes,46-(678)531-0362,79133,10838,50526,Synergistic heuristic capacity
79,disasterB,Brian Russell,Somewhereelse,Domalanoan,14,Stephanie Perez,3 Ridge Oak Way,Urek-urek,2416,6/15/16,16.00292,120.21154,Re-contextualized optimal emulation,Green,63-(893)353-4432,single_family,type3,earthquake,0.98,0.26,0.96,0.63,0.89,0.19,0.27,0.27,0.23,FALSE,20365,74734,47707,69192,68968,37402,Carlos Ray,62-(124)423-3771,27955,97627,35207,Synchronised leading edge neural-net
80,disasterD,Judith Robinson,Somewhereelse,Campos,33,Sarah George,8549 Shelley Lane,Novozavidovskiy,4620-031,11/29/16,41.2,-8.425,Synergized secondary pricing structure,Maroon,351-(464)185-8365,mobile,type4,fire,0.02,0.25,0.93,0.99,0.08,0.5,0.44,0.44,0.98,TRUE,98901,58440,64434,7492,85953,77321,Joe Medina,7-(270)555-9859,77121,56239,32543,Versatile intermediate adapter
81,disasterA,Carol Flores,Somerset,Norakert,12,Robin Gardner,60308 Bluejay Court,Gorey,,3/12/16,40.19229,44.34774,Phased explicit complexity,Puce,374-(225)325-4735,multi_family,type1,flood,0.05,0.42,0.81,0.56,0.53,0.47,0.69,0.69,0.12,FALSE,39879,67080,12726,92817,24761,30357,Frank Gonzales,353-(533)529-6831,65727,38073,59428,Total composite utilisation
82,disasterB,Aaron Wood,Allegheny,Shimen,47,Keith Morgan,71924 Raven Street,Santo AntÃ´nio do Amparo,,6/22/16,33.28855,112.48454,Synchronised 6th generation attitude,Violet,86-(886)413-9024,mobile,type1,landslide,0.28,0.51,0.44,0.9,0.56,0.32,0.31,0.31,0.37,FALSE,5627,96557,32974,77206,67512,58757,Nicholas Hayes,55-(230)260-3403,87903,32951,87958,Function-based foreground framework
83,disasterD,Heather Bradley,Allegheny,Xiaxi,19,Kelly Sims,9315 Sundown Center,Cikijing,,9/15/16,28.45979,118.18669,Diverse coherent service-desk,Turquoise,86-(954)602-9198,single_family,type2,earthquake,0.75,0.06,0.43,0.33,0.95,0.02,0.24,0.24,0.46,FALSE,2762,32908,21430,20966,81614,91038,Karen Williamson,62-(588)606-8489,78458,87300,72802,Decentralized actuating concept
84,disasterC,Kathryn Ruiz,Somerset,LianoklÃ¡dhion,9,Chris Castillo,981 South Place,Hesi,,7/13/16,38.91655,22.30336,Function-based grid-enabled parallelism,Aquamarine,30-(630)809-8266,single_family,type1,earthquake,0.97,0.53,0.43,0.88,0.98,0.68,0.59,0.59,0.14,TRUE,72730,74649,18412,30247,66457,42930,Lisa Miller,86-(904)886-0452,8742,33385,83402,Fully-configurable asymmetric software
85,disasterD,Joyce Flores,Allegheny,Vittoriosa,27,Robert Williams,88 Carioca Park,Mazhu,ZTN,3/27/16,35.89222,14.51833,Synchronised logistical protocol,Aquamarine,356-(731)726-6691,multi_family,type2,fire,0.48,0.64,1,0.48,0.95,0.13,0.3,0.3,0.46,TRUE,76608,44795,17627,3742,37433,99020,Jose Gutierrez,86-(647)397-8928,72670,39001,43277,Multi-channelled national Graphic Interface
86,disasterC,Joe Flores,Allegheny,Villa General Belgrano,44,Patrick Chavez,66349 Novick Junction,Ciomas,5195,3/10/16,-31.97542,-64.5559,Multi-channelled 5th generation implementation,Maroon,54-(960)799-5278,multi_family,type3,landslide,0.03,0.9,0.35,0.23,0.79,0.46,0.85,0.85,0.64,TRUE,48468,84306,89640,49966,61461,7755,Adam Fields,62-(334)798-9766,63540,45909,58846,Exclusive value-added task-force
87,disasterC,Wayne Griffin,Somerset,Borovany,39,James Morales,156 Dottie Lane,Palos,348 02,3/31/17,48.8986,14.64227,Front-line coherent approach,Crimson,420-(123)580-3266,multi_family,type1,earthquake,0.21,0.52,0.76,0.51,0.03,0.8,0.99,0.99,0.96,TRUE,20176,28957,12017,18073,10952,36634,Joe Murray,992-(309)568-9376,66377,65679,83127,Innovative content-based workforce
88,disasterB,Joe Green,Allegheny,Pahing Pamulihan,42,Ruth Willis,4562 Elmside Street,Ngandangan,,12/16/16,-7.1467,108.5467,Future-proofed uniform application,Green,62-(622)509-5886,multi_family,type2,flood,0.16,0.01,0.81,0.76,0.78,0.73,0.48,0.48,0.6,FALSE,46551,41150,16677,19721,55825,12099,Barbara Cruz,62-(337)352-4031,98252,29184,1889,Phased systemic definition
89,disasterC,Roger Fox,Allegheny,Abovyan,9,Andrew Rivera,4277 Buena Vista Plaza,Macklin,,7/7/16,40.04851,44.54742,Integrated mission-critical encoding,Puce,374-(928)874-4027,single_family,type2,flood,0.83,0.45,0.6,0.81,0.03,0.49,0.76,0.76,0.63,FALSE,12089,80124,41540,73052,51416,92405,Sharon Thomas,1-(883)355-4248,97821,31000,50292,Focused analyzing archive
90,disasterC,Gerald Perry,Allegheny,Helsingborg,37,Susan Watson,534 Charing Cross Street,Haveli,252 30,8/22/16,56.0467,12.6944,Distributed client-server internet solution,Turquoise,46-(467)267-6426,multi_family,type1,fire,0.48,0.4,0.31,0.41,0.51,0.56,0.04,0.04,0.15,FALSE,97082,63434,56875,88657,86597,75408,Paula Wagner,92-(216)153-1403,38127,22880,85695,Reduced system-worthy process improvement
91,disasterA,Russell Robinson,Somewhereelse,Tegalrejo,37,Christine Murphy,3 Marquette Crossing,Ngundaan,,3/15/17,-8.1325,112.0663,Adaptive full-range contingency,Fuscia,62-(804)958-7665,mobile,type3,landslide,0.73,0.14,0.78,0.61,0.65,0.73,0.87,0.87,0.45,FALSE,58439,50889,92665,56347,98850,94829,Billy Lawson,62-(952)807-9973,72747,83289,6288,Business-focused tertiary support
92,disasterD,Patricia Sims,Allegheny,Shreveport,42,Judith Rogers,792 Lukken Trail,Strasbourg,71151,10/21/16,32.6076,-93.7526,Secured exuding array,Maroon,1-(318)844-2697,mobile,type2,landslide,0.71,0.54,0.51,0.14,0.71,0.44,0.08,0.08,0.98,TRUE,76786,70438,25928,79115,59567,94777,Judith Gibson,33-(501)993-4190,20249,70552,63213,User-friendly leading edge analyzer
93,disasterD,Jeremy Taylor,Somewhereelse,Alicante/Alacant,49,Ryan Dunn,8 Browning Trail,Szeged,3005,3/31/16,38.3452,-0.4815,Intuitive context-sensitive policy,Yellow,34-(195)300-8159,single_family,type4,earthquake,0.12,0.24,0.23,0.6,0.16,0.95,0.71,0.71,0.12,FALSE,26987,8194,69012,18263,45058,79642,Dorothy Gibson,36-(694)521-1922,9160,908,70664,Centralized intangible approach
94,disasterA,Antonio Johnston,Allegheny,Berber,8,Amanda Chavez,61 Paget Junction,Charagua,,10/16/16,18.02158,33.98299,Synergized reciprocal leverage,Red,249-(500)586-3728,multi_family,type3,fire,0.29,0.19,0.44,0.52,0.39,0.33,0.62,0.62,0.51,FALSE,72503,35571,24189,95885,45161,49740,Marilyn Hamilton,591-(910)864-0547,19751,34130,88039,Progressive mission-critical instruction set
95,disasterA,Jason Howard,Allegheny,Salcedo,24,Theresa Welch,633 Helena Pass,Yinzhu,11005,3/30/16,19.37762,-70.41762,Adaptive tertiary migration,Puce,1-(312)490-2590,mobile,type1,landslide,0.52,0.53,0.33,0.61,0.71,0.03,0.09,0.09,0.9,TRUE,4218,30503,91301,21940,84137,22972,Shawn Moore,86-(202)743-7183,37035,11385,52682,Proactive local infrastructure
96,disasterA,Ann Jordan,Somerset,Leidian,12,Michelle Jacobs,6356 Green Ridge Crossing,Puunage,,4/21/16,30.52241,120.14052,Advanced intangible paradigm,Goldenrod,86-(358)874-5014,mobile,type1,flood,0.66,0.27,0.12,0.98,0.19,0.38,0.18,0.18,0.85,TRUE,86160,40989,49863,84475,9297,68232,Arthur Patterson,62-(951)494-1454,53733,33543,63503,Upgradable context-sensitive support
97,disasterA,Kimberly Watkins,Allegheny,Ussel,36,Alice Mcdonald,4919 Birchwood Pass,Zhenâ€™an,19204 CEDEX,1/10/17,45.55,2.3167,Switchable eco-centric flexibility,Yellow,33-(438)445-5124,mobile,type1,flood,0.09,0.3,0.45,0.12,0.52,0.76,0.59,0.59,0.4,FALSE,89478,855,38455,71506,86358,82623,Andrew George,86-(219)395-1538,71250,63318,82573,Multi-lateral client-server benchmark
98,disasterB,Patrick Harrison,Somewhereelse,Huertas,48,Sandra Jackson,3033 East Circle,Wubao,,10/8/16,-11.768,-75.47441,Balanced well-modulated artificial intelligence,Teal,51-(937)152-0491,single_family,type2,landslide,0.2,0.15,0.65,0.42,0.75,0.96,0.33,0.33,0.35,TRUE,2872,8953,19079,43343,13742,87043,Alan Hanson,86-(761)355-1981,30791,17684,60610,Cloned client-server task-force
99,disasterB,Louis Stanley,Allegheny,Horodok,17,Sandra Sullivan,660 Basil Parkway,Guanyang,,10/5/16,49.78465,23.64806,Quality-focused asynchronous firmware,Indigo,380-(931)847-4780,multi_family,type3,earthquake,0.11,0.36,0.95,0.56,0.97,0.92,0.83,0.83,0.23,FALSE,35190,86217,84084,13224,60868,45263,Virginia Banks,86-(358)859-9722,50880,30742,39674,Adaptive background capacity
100,disasterD,Roy Reed,Allegheny,Taozhuang,35,Beverly Ryan,6722 Vera Hill,Zhoutian,,7/7/16,30.96917,120.80651,Multi-layered mobile framework,Puce,86-(286)221-8225,multi_family,type4,earthquake,0.26,0.01,0,0.38,0.35,0.75,0.38,0.38,0.72,TRUE,51847,46112,64357,58520,80935,30425,Pamela Duncan,86-(849)980-9360,93534,82551,49281,Public-key tertiary capacity
101,disasterB,Aaron Perkins,Somerset,Formosa,6,Kelly King,6 Amoth Trail,Riyom,73800-000,9/13/16,-15.53722,-47.33444,Triple-buffered optimizing contingency,Goldenrod,55-(984)186-9414,multi_family,type3,earthquake,0.91,0.03,0.28,0.99,0.68,0.81,0.73,0.73,0.45,TRUE,15950,75602,7577,38394,86668,22530,Earl Grant,234-(471)149-3065,98606,58000,92511,Self-enabling multimedia capacity
102,disasterC,Irene Garrett,Somerset,San Juan Nepomuceno,18,Gregory Payne,776 Mesta Way,Tajur,132018,2/12/17,9.95156,-75.08198,Expanded empowering local area network,Violet,57-(819)582-8210,multi_family,type3,fire,0.24,0.96,0.44,0.37,0.85,0.24,0.66,0.66,0.5,FALSE,40340,46631,21129,51429,81680,79296,Shirley Hansen,62-(221)829-2494,61721,61089,55696,Advanced bottom-line open system
103,disasterC,Thomas Fuller,Allegheny,Skeldon,4,Frank Johnson,357 Duke Point,Gajiram,,4/22/16,5.88333,-57.13333,Robust systemic Graphic Interface,Red,592-(297)223-9430,single_family,type3,fire,0.69,0.21,0.71,0.1,0.23,0.45,0.74,0.74,0.13,TRUE,46246,16162,2305,25984,49222,44666,Samuel Bell,234-(514)844-2360,79609,19998,74971,Assimilated mission-critical workforce
104,disasterB,Bobby Watkins,Allegheny,Xigebi,33,Robert Gardner,82 Sundown Terrace,Niamtougou,,11/1/16,44.05467,85.5171,Intuitive discrete challenge,Goldenrod,86-(698)246-3632,multi_family,type2,earthquake,0.9,0.44,0.2,0.46,0.1,0.94,0.63,0.63,0.52,TRUE,52114,83058,57632,20279,10394,49786,Jennifer Schmidt,228-(558)783-0080,94051,24502,38253,Integrated tertiary approach
105,disasterD,Joe Lynch,Somewhereelse,Baiyang,29,Deborah Meyer,60495 Anthes Way,Ochakiv,,11/13/16,28.8072,109.73363,Total empowering database,Turquoise,86-(720)852-2611,multi_family,type3,fire,0.34,0.27,0.15,0.83,0.22,0.01,0.92,0.92,0.55,TRUE,34432,55034,32811,58139,17240,54242,Sharon Banks,380-(644)792-1171,52020,28680,64119,Enterprise-wide 24 hour architecture
106,disasterC,Michelle Kelly,Somerset,Roche-Ã -Bateau,25,Douglas Wood,74629 Knutson Junction,Belfort,,7/25/16,18.18095,-74.00104,Decentralized needs-based moderator,Yellow,509-(308)644-5849,mobile,type1,fire,0.97,0.65,0.25,0.21,0.78,0.67,0.42,0.42,0.19,FALSE,7017,91649,89234,80252,62500,78184,William Ramirez,33-(926)509-7981,8754,10301,7663,Synergistic attitude-oriented structure
107,disasterC,Brian Burke,Somerset,Suntar,33,Joe Willis,34 Bay Plaza,Al BuÅ£ayá¸©ah,678290,4/23/16,62.14444,117.63194,Proactive value-added throughput,Crimson,7-(421)768-1531,multi_family,type2,landslide,0.72,0.46,0.24,0.76,0.63,0.18,0.17,0.17,0.25,TRUE,10975,30585,19478,71542,71833,56652,Robin Tucker,963-(726)722-6527,2781,88023,30679,Synchronised demand-driven software
108,disasterC,Johnny Ramos,Allegheny,Fumin,49,Brenda Garza,102 Graceland Crossing,Koror,,11/25/16,27.57297,115.21123,Stand-alone uniform paradigm,Khaki,86-(786)875-4840,multi_family,type2,landslide,0.84,0.22,0.49,0.04,0.72,0.01,0.41,0.41,0.18,FALSE,98629,36752,90934,14413,24963,35326,Carol Lopez,680-(924)794-4073,77419,75801,5498,Persevering leading edge time-frame
109,disasterD,Shirley Collins,Somewhereelse,Ozerki,18,Evelyn Hansen,62 Hudson Lane,Tlogosadang,606243,3/21/17,60.03947,30.31128,Advanced maximized synergy,Turquoise,7-(664)997-4531,mobile,type3,flood,0.99,0.67,0.02,0.17,0.43,0.78,0.31,0.31,0.67,FALSE,22418,778,14583,10382,89342,88705,Earl Ramirez,62-(888)518-6547,68281,76430,69818,Seamless upward-trending functionalities
110,disasterA,Bonnie Ortiz,Somewhereelse,Toledo,9,Christopher Larson,85277 Dexter Hill,Bonak,43656,7/21/16,41.6782,-83.4972,Synchronised directional standardization,Turquoise,1-(419)802-5102,single_family,type1,landslide,0.22,0.48,0.01,0.7,0.66,0.09,0.29,0.29,0.03,FALSE,17652,87312,50314,47973,7893,37482,Susan Arnold,62-(726)661-5524,63804,3206,85990,Optimized client-server open architecture
111,disasterB,Stephen Rogers,Somerset,Ã–verkalix,34,Doris Wilson,0458 Texas Point,Kochetok,956 93,2/8/17,66.3275,22.8441,Phased holistic flexibility,Indigo,46-(788)285-8485,multi_family,type4,earthquake,0.08,0.52,0.72,0.36,0.45,0.71,0.77,0.77,0.83,FALSE,79669,7864,54380,10632,10615,88217,Lillian Hudson,380-(256)675-9364,65390,34649,60812,Streamlined motivating Graphical User Interface
112,disasterD,Keith Wagner,Allegheny,Haylaastay,19,Rose Dunn,790 Scott Road,Shirgjan,,12/25/16,46.9,113.41667,Reactive intangible open architecture,Pink,976-(245)768-9094,mobile,type4,fire,0.34,0.63,0.5,0.15,0.31,0.07,0.15,0.15,0.56,TRUE,86489,67702,20267,57392,47605,34183,Douglas Richards,355-(748)619-7750,3268,4428,18825,Fully-configurable well-modulated open system
113,disasterD,Mary Ward,Somewhereelse,Sanjia,44,Betty Fields,10392 Esch Alley,Taltal,,3/11/16,19.24299,108.7559,Ergonomic encompassing archive,Teal,86-(192)349-9648,mobile,type2,flood,0.96,0.15,0.72,0.72,0.39,0.57,0.51,0.51,0.18,FALSE,81695,26752,30885,13688,71862,21845,Terry Phillips,56-(968)969-7945,17930,60860,1843,Self-enabling needs-based groupware
114,disasterA,Anna Martin,Allegheny,Araras,12,Marilyn Tucker,75 Sachtjen Parkway,Jaguaquara,13600-000,1/5/17,-22.35694,-47.38417,Polarised user-facing attitude,Yellow,55-(545)954-8488,single_family,type1,fire,0.72,0.82,0.87,0.53,0.34,0.77,0.28,0.28,0.94,TRUE,94135,64501,40570,38944,54618,13517,Amanda Simpson,55-(308)567-6802,27812,21802,41533,Vision-oriented dynamic budgetary management
115,disasterA,Frances Dunn,Allegheny,Rudy,48,Frank Wallace,5732 Becker Terrace,Lakbok,47-430,3/4/17,50.19003,18.45334,Realigned transitional neural-net,Red,48-(959)911-6843,single_family,type1,fire,0.4,0.21,0.88,0.49,0.06,0.09,0.21,0.21,0.7,FALSE,55359,34719,69328,36327,65696,7305,Judith George,62-(839)342-2867,24851,70834,73058,Secured heuristic contingency
116,disasterA,Edward Torres,Allegheny,Brooklyn,22,Ryan Campbell,1 Hayes Parkway,Jiaoxiyakou,11254,6/25/16,40.6451,-73.945,Innovative tertiary help-desk,Indigo,1-(212)991-4423,single_family,type3,landslide,0.18,0.39,0.16,0.41,0.68,0.3,0.25,0.25,0.15,FALSE,30566,39043,87537,36051,23393,61918,Susan Miller,86-(927)115-8582,68636,35746,59937,Intuitive global software
117,disasterA,David Carr,Somewhereelse,Mengzhai,32,Matthew Flores,984 Scott Lane,Yanling,,3/4/17,33.54252,113.60889,Right-sized 3rd generation database,Aquamarine,86-(431)430-8888,single_family,type2,fire,0.43,0.83,0.71,0.69,0.07,0.79,0.61,0.61,0.86,FALSE,69024,33948,60361,69790,86702,48165,Steve Watson,86-(966)285-5730,58992,25182,88339,De-engineered dynamic hub
118,disasterB,Andrea Hudson,Somewhereelse,Vredefort,48,Benjamin Butler,84978 Evergreen Street,DziaÅ‚dowo,9595,3/5/17,-27.00805,27.3646,Monitored static collaboration,Maroon,27-(642)868-3544,multi_family,type4,earthquake,0.9,0.14,0.98,0.51,0.91,0.69,0.24,0.24,0.88,TRUE,19848,11258,15462,97835,54642,29276,Bonnie Turner,48-(345)511-5871,56067,75806,61898,Progressive radical Graphical User Interface
119,disasterA,Justin Lee,Somewhereelse,Krajan Demit,14,William Reyes,61 Bunker Hill Hill,Minador do NegrÃ£o,,5/30/16,-6.8933,111.6899,Polarised client-driven contingency,Turquoise,62-(595)246-9658,single_family,type4,landslide,0.83,0.64,0.11,1,0.13,0.93,0.93,0.93,0.11,FALSE,95552,76421,81053,32592,37948,31023,Kathy Schmidt,55-(874)197-2350,69658,59666,3198,Focused modular artificial intelligence
